Handle,Referentie (negeer bij import),Metafield: specs.lengte [single_line_text_field],Metafield: specs.aantal_led [number_integer],Metafield: specs.lichtkleur [single_line_text_field],Metafield: specs.kleurtemperatuur [single_line_text_field],Metafield: specs.ip_classificatie [single_line_text_field],Metafield: specs.dimbaar [boolean],Metafield: specs.afstandsbediening [boolean],Metafield: specs.koppelbaar_tot [single_line_text_field],Metafield: specs.branduren [single_line_text_field],Metafield: specs.diameter_lamp [single_line_text_field],Metafield: specs.materiaal [single_line_text_field],Metafield: specs.fitting [single_line_text_field],Metafield: specs.geschikt_voor [single_line_text_field],Metafield: specs.energiebron [single_line_text_field]
15m-led-lichtsnoer-warm-wit-30-lampen-waterdicht-ip65-energiezuinig-tuinverlichting,"15m LED Lichtsnoer Warm Wit - 30 Lampen IP65",15 m,30,Warm wit,2700K,IP65,true,,150 m,30.000,4 cm,Kunststof,E12,Binnen & buiten,230V
